"LinkIndec","Provincia","Partido","Localidad","Velocidad","Accesos"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","400","6"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","499","3.035"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","500","117"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","600","193"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","700","6"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","800","28"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","940","142"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","999","199"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","1000","323"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","226,5","5"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","3","2"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","10","1"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","45","1"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","46","15"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","50","71"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","99","100"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","100","933"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","101","25"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","200","16"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","300","3.309"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","301","1"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","302","68"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","400","19"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","499","2.721"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","500","137"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","600","359"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","700","15"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","800","68"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","940","237"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","999","189"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","1000","219"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","226,5","19"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","0","1"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","1","2"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","3","3"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","4","339"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","10","7"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","30","2"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","46","59"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","50","265"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","0,75","2"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","99","340"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","100","2.787"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","101","150"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","200","46"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","300","8.379"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","301","2"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","302","246"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","400","60"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","499","6.875"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","500","297"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","600","756"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","700","20"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","800","181"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","940","507"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","999","426"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","1000","670"
"6028010","BUENOS AIRES","Almirante Brown","Rafael Calzada","226,5","3"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","0","1"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","1","1"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","0,5","1"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","6","10"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","10","1"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","30","1"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","45","1"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","46","13"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","50","78"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","99","92"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","100","1.005"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","101","34"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","200","26"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","300","3.985"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","301","1"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","302","80"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","400","40"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","499","3.301"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","500","194"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","600","545"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","700","11"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","800","80"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","940","315"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","999","229"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","1000","293"
"6028010","BUENOS AIRES","Almirante Brown","San Francisco Solano","226,5","1"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","0,5","3"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","10","1"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","30","2"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","50","32"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","0,75","1"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","99","237"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","100","516"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","200","7"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","300","1.615"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","400","5"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","499","6.731"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","500","70"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","600","200"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","700","7"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","800","23"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","940","114"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","999","415"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","1000","517"
"6028010","BUENOS AIRES","Almirante Brown","San Jose","226,5","5"
"0","BUENOS AIRES","AMBA","Otros","1","0"
"0","BUENOS AIRES","AMBA","Otros","0,5","13"
"0","BUENOS AIRES","AMBA","Otros","15","0"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","0","194"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","1","140"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","2","275"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","3","494"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","4","244"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","0,5","1"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","5","2"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","6","187"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","9","1"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","10","201"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","12","5"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","15","320"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","20","4.562"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","30","1"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","50","2.109"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","100","1.343"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","300","445"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","500","19"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","1000","6"
"6077010","BUENOS AIRES","Arrecifes","Arrecifes","226,5","73"
"6077020","BUENOS AIRES","Arrecifes","Todd","20","164"
"6077020","BUENOS AIRES","Arrecifes","Todd","50","146"
"6077020","BUENOS AIRES","Arrecifes","Todd","100","43"
"6077020","BUENOS AIRES","Arrecifes","Todd","226,5","4"
"6077030","BUENOS AIRES","Arrecifes","Viña","3","75"
"6077030","BUENOS AIRES","Arrecifes","Viña","226,5","8"
"6035010","BUENOS AIRES","Avellaneda","Area Reserva Cinturón Ecológico","226,5","25"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","0","32"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","1","30"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","2","1"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","3","21"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","0,5","1"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","5","4"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","6","24"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","8","18"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","10","58"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","15","43"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","19","1"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","20","57"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","30","84"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","3,5","19"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","46","10"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","50","2.207"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","0,51","5"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","0,75","4"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","99","149"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","100","4.308"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","101","71"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","200","28"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","300","6.764"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","301","1"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","302","87"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","400","82"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","499","1.701"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","500","521"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","600","555"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","700","6"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","800","64"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","940","326"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","999","92"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","1000","330"
"6035010","BUENOS AIRES","Avellaneda","Avellaneda","226,5","31"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","1","1"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","8","3"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","10","4"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","15","1"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","20","2"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","30","9"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","3,5","6"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","50","1.791"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","0,75","1"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","99","83"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","100","2.013"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","300","2.130"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","499","1.389"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","500","180"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","600","120"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","999","74"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","1000","214"
"6035010","BUENOS AIRES","Avellaneda","Crucesita","226,5","10"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","0","3"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","1","3"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","0,5","1"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","8","1"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","10","2"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","24","23"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","30","3"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","50","1.052"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","0,75","5"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","99","27"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","100","500"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","300","335"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","499","463"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","500","9"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","600","52"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","999","24"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","1000","40"
"6035010","BUENOS AIRES","Avellaneda","Dock Sud","226,5","51"
"6035010","BUENOS AIRES","Avellaneda","Gerli","1","2"
"6035010","BUENOS AIRES","Avellaneda","Gerli","0,5","1"
"6035010","BUENOS AIRES","Avellaneda","Gerli","10","5"
"6035010","BUENOS AIRES","Avellaneda","Gerli","20","4"
"6035010","BUENOS AIRES","Avellaneda","Gerli","30","2"
"6035010","BUENOS AIRES","Avellaneda","Gerli","3,5","1"
"6035010","BUENOS AIRES","Avellaneda","Gerli","50","2.883"
"6035010","BUENOS AIRES","Avellaneda","Gerli","0,75","2"
"6035010","BUENOS AIRES","Avellaneda","Gerli","99","132"
"6035010","BUENOS AIRES","Avellaneda","Gerli","100","2.353"
"6035010","BUENOS AIRES","Avellaneda","Gerli","300","2.362"
"6035010","BUENOS AIRES","Avellaneda","Gerli","499","2.124"
"6035010","BUENOS AIRES","Avellaneda","Gerli","500","160"
"6035010","BUENOS AIRES","Avellaneda","Gerli","600","130"
"6035010","BUENOS AIRES","Avellaneda","Gerli","999","127"
"6035010","BUENOS AIRES","Avellaneda","Gerli","1000","242"
"6035010","BUENOS AIRES","Avellaneda","Gerli","226,5","15"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","0","1"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","1","5"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","2","1"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","0,5","4"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","5","1"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","8","2"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","10","8"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","20","3"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","30","10"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","3,5","4"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","50","1.558"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","0,75","2"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","99","124"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","100","1.820"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","300","2.104"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","499","1.965"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","500","159"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","600","89"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","999","97"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","1000","271"
"6035010","BUENOS AIRES","Avellaneda","Pineyro","226,5","9"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","0","5"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","1","8"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","2","2"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","3","5"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","0,5","2"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","5","1"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","6","3"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","8","12"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","10","13"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","15","10"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","20","6"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","30","8"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","3,5","21"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","45","2"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","46","15"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","50","5.471"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","0,51","1"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","0,75","1"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","99","230"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","100","5.521"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","101","74"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","200","45"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","300","7.783"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","301","3"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","302","112"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","400","101"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","499","3.326"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","500","442"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","600","683"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","700","12"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","800","87"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","940","407"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","999","162"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","1000","421"
"6035010","BUENOS AIRES","Avellaneda","Sarandí","226,5","29"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","0","3"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","1","3"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","0,5","5"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","6","7"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","7","5"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","8","349"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","10","138"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","15","47"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","20","6"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","25","10"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","30","6"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","3,5","2"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","35","5"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","40","10"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","50","4.447"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","0,75","8"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","99","184"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","100","3.138"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","300","3.127"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","499","3.700"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","500","185"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","600","192"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","999","191"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","1000","528"
"6035010","BUENOS AIRES","Avellaneda","Villa Domínico","226,5","17"
