"LinkIndec","Provincia","Partido","Localidad","Tecnologia","Accesos"
"6084020","BUENOS AIRES","Benito Juárez","Benito Juárez  (Est. Juárez)","SATELITAL","39"
"6084020","BUENOS AIRES","Benito Juárez","Benito Juárez  (Est. Juárez)","WIRELESS","147"
"6084030","BUENOS AIRES","Benito Juárez","López","SATELITAL","7"
"6084030","BUENOS AIRES","Benito Juárez","López","WIRELESS","12"
"6084040","BUENOS AIRES","Benito Juárez","Tedín Uriburu","SATELITAL","20"
"6084050","BUENOS AIRES","Benito Juárez","Villa Cacique  (Est. Alfredo Fortabat)","FIBRA OPTICA","20"
"6084050","BUENOS AIRES","Benito Juárez","Villa Cacique  (Est. Alfredo Fortabat)","SATELITAL","9"
"6084050","BUENOS AIRES","Benito Juárez","Villa Cacique  (Est. Alfredo Fortabat)","WIRELESS","100"
"6091010","BUENOS AIRES","Berazategui","Berazategui","ADSL","12"
"6091010","BUENOS AIRES","Berazategui","Berazategui","CABLEMODEM","15.917"
"6091010","BUENOS AIRES","Berazategui","Berazategui","DIAL UP","38"
"6091010","BUENOS AIRES","Berazategui","Berazategui","FIBRA OPTICA","32.527"
"6091010","BUENOS AIRES","Berazategui","Berazategui","Otros","10"
"6091010","BUENOS AIRES","Berazategui","Berazategui","SATELITAL","33"
"6091010","BUENOS AIRES","Berazategui","Berazategui","WIRELESS","49"
"6091010","BUENOS AIRES","Berazategui","Berazategui Oeste","ADSL","16"
"6091010","BUENOS AIRES","Berazategui","Berazategui Oeste","CABLEMODEM","173"
"6091010","BUENOS AIRES","Berazategui","Berazategui Oeste","FIBRA OPTICA","16.247"
"6091010","BUENOS AIRES","Berazategui","Berazategui Oeste","SATELITAL","10"
"6091010","BUENOS AIRES","Berazategui","Carlos Tomás Sourigues","ADSL","1"
"6091010","BUENOS AIRES","Berazategui","Carlos Tomás Sourigues","CABLEMODEM","1.293"
"6091010","BUENOS AIRES","Berazategui","Carlos Tomás Sourigues","FIBRA OPTICA","2.279"
"6091010","BUENOS AIRES","Berazategui","Carlos Tomás Sourigues","Otros","2"
"6091010","BUENOS AIRES","Berazategui","Carlos Tomás Sourigues","SATELITAL","11"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","ADSL","1.332"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","CABLEMODEM","2.402"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","FIBRA OPTICA","673"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","SATELITAL","78"
"6091010","BUENOS AIRES","Berazategui","Centro Agrícola El Pato","WIRELESS","16"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","ADSL","23"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","CABLEMODEM","5.662"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","DIAL UP","2"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","FIBRA OPTICA","10.918"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","Otros","2"
"6091010","BUENOS AIRES","Berazategui","Guillermo E. Hudson","SATELITAL","81"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","ADSL","30"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","CABLEMODEM","1.814"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","DIAL UP","2"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","FIBRA OPTICA","7.280"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","Otros","1"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","SATELITAL","67"
"6091010","BUENOS AIRES","Berazategui","Juan María Gutierrez","WIRELESS","90"
"6091010","BUENOS AIRES","Berazategui","Pereyra","CABLEMODEM","243"
"6091010","BUENOS AIRES","Berazategui","Pereyra","DIAL UP","1"
"6091010","BUENOS AIRES","Berazategui","Pereyra","FIBRA OPTICA","575"
"6091010","BUENOS AIRES","Berazategui","Pereyra","SATELITAL","10"
"6091010","BUENOS AIRES","Berazategui","Plátanos","CABLEMODEM","1.625"
"6091010","BUENOS AIRES","Berazategui","Plátanos","FIBRA OPTICA","2.413"
"6091010","BUENOS AIRES","Berazategui","Plátanos","SATELITAL","23"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","ADSL","8"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","CABLEMODEM","2.736"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","DIAL UP","12"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","FIBRA OPTICA","8.797"
"6091010","BUENOS AIRES","Berazategui","Ranelagh","SATELITAL","47"
"6091010","BUENOS AIRES","Berazategui","Villa España","ADSL","1"
"6091010","BUENOS AIRES","Berazategui","Villa España","CABLEMODEM","936"
"6091010","BUENOS AIRES","Berazategui","Villa España","FIBRA OPTICA","2.419"
"6091010","BUENOS AIRES","Berazategui","Villa España","Otros","1"
"6091010","BUENOS AIRES","Berazategui","Villa España","SATELITAL","4"
"6098010","BUENOS AIRES","Berisso","Barrio Banco Provincia","SATELITAL","10"
"6098010","BUENOS AIRES","Berisso","Barrio El Carmen (Este)","FIBRA OPTICA","132"
"6098010","BUENOS AIRES","Berisso","Barrio El Carmen (Este)","SATELITAL","2"
"6098010","BUENOS AIRES","Berisso","Barrio El Carmen (Este)","WIRELESS","250"
"6098010","BUENOS AIRES","Berisso","Berisso","ADSL","1.603"
"6098010","BUENOS AIRES","Berisso","Berisso","CABLEMODEM","15.175"
"6098010","BUENOS AIRES","Berisso","Berisso","DIAL UP","17"
"6098010","BUENOS AIRES","Berisso","Berisso","FIBRA OPTICA","7.867"
"6098010","BUENOS AIRES","Berisso","Berisso","SATELITAL","15"
"6098010","BUENOS AIRES","Berisso","Berisso","WIRELESS","630"
"6098010","BUENOS AIRES","Berisso","Los Talas","SATELITAL","12"
"6098010","BUENOS AIRES","Berisso","Villa Arguello","FIBRA OPTICA","132"
"6098010","BUENOS AIRES","Berisso","Villa Arguello","SATELITAL","2"
"6098010","BUENOS AIRES","Berisso","Villa Arguello","WIRELESS","250"
"6098010","BUENOS AIRES","Berisso","Villa Dolores","SATELITAL","3"
"6098010","BUENOS AIRES","Berisso","Villa Nueva","FIBRA OPTICA","132"
"6098010","BUENOS AIRES","Berisso","Villa Nueva","WIRELESS","250"
"6098010","BUENOS AIRES","Berisso","Villa Porteña","SATELITAL","2"
"6098010","BUENOS AIRES","Berisso","Villa Progreso","FIBRA OPTICA","132"
"6098010","BUENOS AIRES","Berisso","Villa Progreso","WIRELESS","250"
"6098010","BUENOS AIRES","Berisso","Villa San Carlos","SATELITAL","12"
"6105010","BUENOS AIRES","Bolívar","Hale","ADSL","10"
"6105010","BUENOS AIRES","Bolívar","Hale","SATELITAL","26"
"6105020","BUENOS AIRES","Bolívar","Juan F. Ibarra","FIBRA OPTICA","1"
"6105020","BUENOS AIRES","Bolívar","Juan F. Ibarra","SATELITAL","5"
"6105060","BUENOS AIRES","Bolívar","Mariano Unzué","SATELITAL","8"
"0","BUENOS AIRES","Bolívar","OTROS","CABLEMODEM","1"
"0","BUENOS AIRES","Bolívar","OTROS","FIBRA OPTICA","1"
"6105040","BUENOS AIRES","Bolívar","Paula","SATELITAL","7"
"6105050","BUENOS AIRES","Bolívar","Pirovano","Otros","50"
"6105050","BUENOS AIRES","Bolívar","Pirovano","SATELITAL","10"
"6105050","BUENOS AIRES","Bolívar","Pirovano","WIRELESS","64"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","ADSL","480"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","CABLEMODEM","4.942"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","DIAL UP","2"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","FIBRA OPTICA","10"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","SATELITAL","87"
"6105060","BUENOS AIRES","Bolívar","San Carlos de Bolívar  (Est. Bolívar)","WIRELESS","255"
"6105070","BUENOS AIRES","Bolívar","Urdampilleta","DIAL UP","4"
"6105070","BUENOS AIRES","Bolívar","Urdampilleta","FIBRA OPTICA","2"
"6105070","BUENOS AIRES","Bolívar","Urdampilleta","SATELITAL","14"
"6105070","BUENOS AIRES","Bolívar","Urdampilleta","WIRELESS","77"
"6105080","BUENOS AIRES","Bolívar","Villa Lynch Pueyrredón","SATELITAL","10"
"6112005","BUENOS AIRES","Bragado","Asamblea","SATELITAL","3"
"6112010","BUENOS AIRES","Bragado","Bragado","ADSL","292"
"6112010","BUENOS AIRES","Bragado","Bragado","CABLEMODEM","2.511"
"6112010","BUENOS AIRES","Bragado","Bragado","DIAL UP","9"
"6112010","BUENOS AIRES","Bragado","Bragado","FIBRA OPTICA","284"
"6112010","BUENOS AIRES","Bragado","Bragado","SATELITAL","51"
"6112010","BUENOS AIRES","Bragado","Bragado","WIRELESS","211"
"6112020","BUENOS AIRES","Bragado","Comodoro Py","FIBRA OPTICA","220"
"6112020","BUENOS AIRES","Bragado","Comodoro Py","SATELITAL","1"
"6112020","BUENOS AIRES","Bragado","Comodoro Py","WIRELESS","2"
"6112030","BUENOS AIRES","Bragado","General O'Brien","ADSL","321"
"6112030","BUENOS AIRES","Bragado","General O'Brien","FIBRA OPTICA","84"
"6112030","BUENOS AIRES","Bragado","General O'Brien","SATELITAL","16"
"6112030","BUENOS AIRES","Bragado","General O'Brien","WIRELESS","34"
"6112040","BUENOS AIRES","Bragado","Irala","SATELITAL","6"
"6112040","BUENOS AIRES","Bragado","Irala","WIRELESS","19"
"6112050","BUENOS AIRES","Bragado","La Limpia","SATELITAL","7"
"6112060","BUENOS AIRES","Bragado","Máximo Fernández  (Est. Juan F. Salaberry)","SATELITAL","3"
"6112070","BUENOS AIRES","Bragado","Mechita (Est. Mecha)","ADSL","10"
"6112070","BUENOS AIRES","Bragado","Mechita (Est. Mecha)","CABLEMODEM","8"
"6112070","BUENOS AIRES","Bragado","Mechita (Est. Mecha)","SATELITAL","3"
"6112070","BUENOS AIRES","Bragado","Mechita (Est. Mecha)","WIRELESS","5"
"6112080","BUENOS AIRES","Bragado","Olascoaga","SATELITAL","3"
"6112080","BUENOS AIRES","Bragado","Olascoaga","WIRELESS","40"
"6112090","BUENOS AIRES","Bragado","Warnes","ADSL","135"
"6112090","BUENOS AIRES","Bragado","Warnes","Otros","9"
"6112090","BUENOS AIRES","Bragado","Warnes","SATELITAL","15"
"6112090","BUENOS AIRES","Bragado","Warnes","WIRELESS","7"
"6119010","BUENOS AIRES","Brandsen","Altamirano","SATELITAL","5"
"6119015","BUENOS AIRES","Brandsen","Barrio El Mirador","SATELITAL","39"
"6119020","BUENOS AIRES","Brandsen","Barrio Las Golondrinas","SATELITAL","25"
"6119030","BUENOS AIRES","Brandsen","Barrio Los Bosquecitos","SATELITAL","14"
"6119040","BUENOS AIRES","Brandsen","Barrio Parque Las Acacias","SATELITAL","14"
"6119045","BUENOS AIRES","Brandsen","Campos de Roca","SATELITAL","37"
"6119055","BUENOS AIRES","Brandsen","Club de Campo Las Malvinas","SATELITAL","7"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","ADSL","40"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","CABLEMODEM","421"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","FIBRA OPTICA","4.792"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","SATELITAL","119"
"6119050","BUENOS AIRES","Brandsen","Coronel Brandsen","WIRELESS","1.208"
"6119060","BUENOS AIRES","Brandsen","Gómez","SATELITAL","11"
"6119070","BUENOS AIRES","Brandsen","Jeppener","ADSL","815"
"6119070","BUENOS AIRES","Brandsen","Jeppener","FIBRA OPTICA","2"
"6119070","BUENOS AIRES","Brandsen","Jeppener","SATELITAL","9"
"6119080","BUENOS AIRES","Brandsen","Oliden","SATELITAL","8"
"6119085","BUENOS AIRES","Brandsen","Posada de los Lagos","SATELITAL","119"
"6119090","BUENOS AIRES","Brandsen","Samborombón","SATELITAL","15"
"6126010","BUENOS AIRES","Campana","Alto Los Cardales","FIBRA OPTICA","319"
"6126010","BUENOS AIRES","Campana","Alto Los Cardales","SATELITAL","45"
"6126010","BUENOS AIRES","Campana","Alto Los Cardales","WIRELESS","41"
"6126020","BUENOS AIRES","Campana","Barrio Los Pioneros","SATELITAL","64"
"6126020","BUENOS AIRES","Campana","Barrio Los Pioneros","WIRELESS","60"
"6126030","BUENOS AIRES","Campana","Campana","ADSL","436"
"6126030","BUENOS AIRES","Campana","Campana","CABLEMODEM","18.889"
"6126030","BUENOS AIRES","Campana","Campana","DIAL UP","1"
"6126030","BUENOS AIRES","Campana","Campana","FIBRA OPTICA","13.885"
"6126030","BUENOS AIRES","Campana","Campana","Otros","90"
"6126030","BUENOS AIRES","Campana","Campana","SATELITAL","140"
"6126030","BUENOS AIRES","Campana","Campana","WIRELESS","1.220"
"6126035","BUENOS AIRES","Campana","Chacras del Río Luján","SATELITAL","61"
"6126035","BUENOS AIRES","Campana","Chacras Del Río Luján","WIRELESS","35"
"6126040","BUENOS AIRES","Campana","Lomas del Río Luján (Est. Río Luján)","CABLEMODEM","57"
"6126040","BUENOS AIRES","Campana","Lomas del Río Luján (Est. Río Luján)","SATELITAL","112"
"6134010","BUENOS AIRES","Cañuelas","Alejandro Petión","CABLEMODEM","925"
"6134010","BUENOS AIRES","Cañuelas","Alejandro Petión","DIAL UP","5"
"6134010","BUENOS AIRES","Cañuelas","Alejandro Petión","FIBRA OPTICA","626"
"6134010","BUENOS AIRES","Cañuelas","Alejandro Petión","SATELITAL","73"
"6134010","BUENOS AIRES","Cañuelas","Alejandro Petión","WIRELESS","10"
"6134030","BUENOS AIRES","Cañuelas","Barrio Belgrano-Máximo Paz","SATELITAL","23"
"6134030","BUENOS AIRES","Cañuelas","Barrio Belgrano-Máximo Paz","WIRELESS","20"
"6134020","BUENOS AIRES","Cañuelas","Barrio El Taladro","FIBRA OPTICA","235"
"6134020","BUENOS AIRES","Cañuelas","Barrio El Taladro","SATELITAL","2"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","ADSL","19"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","CABLEMODEM","4.483"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","DIAL UP","28"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","FIBRA OPTICA","6.976"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","SATELITAL","105"
"6134030","BUENOS AIRES","Cañuelas","Cañuelas","WIRELESS","509"
"6134040","BUENOS AIRES","Cañuelas","Gobernador Udaondo","FIBRA OPTICA","1"
"6134040","BUENOS AIRES","Cañuelas","Gobernador Udaondo","SATELITAL","18"
"6134040","BUENOS AIRES","Cañuelas","Gobernador Udaondo","WIRELESS","40"
"6134050","BUENOS AIRES","Cañuelas","Máximo Paz","CABLEMODEM","1.806"
"6134050","BUENOS AIRES","Cañuelas","Máximo Paz","FIBRA OPTICA","1.861"
"6134050","BUENOS AIRES","Cañuelas","Máximo Paz","WIRELESS","160"
"6134060","BUENOS AIRES","Cañuelas","Santa Rosa","FIBRA OPTICA","3.055"
"6134060","BUENOS AIRES","Cañuelas","Santa Rosa","SATELITAL","35"
"6134060","BUENOS AIRES","Cañuelas","Santa Rosa","WIRELESS","150"
"6134070","BUENOS AIRES","Cañuelas","Uribelarrea","ADSL","53"
"6134070","BUENOS AIRES","Cañuelas","Uribelarrea","FIBRA OPTICA","819"
"6134070","BUENOS AIRES","Cañuelas","Uribelarrea","SATELITAL","35"
"6134070","BUENOS AIRES","Cañuelas","Uribelarrea","WIRELESS","114"
"6134080","BUENOS AIRES","Cañuelas","Vicente Casares","ADSL","89"
"6134080","BUENOS AIRES","Cañuelas","Vicente Casares","DIAL UP","2"
"6134080","BUENOS AIRES","Cañuelas","Vicente Casares","FIBRA OPTICA","304"
"6134080","BUENOS AIRES","Cañuelas","Vicente Casares","SATELITAL","30"
"6134080","BUENOS AIRES","Cañuelas","Vicente Casares","WIRELESS","5"
"6140010","BUENOS AIRES","Capitán Sarmiento","Capitán Sarmiento","ADSL","78"
"6140010","BUENOS AIRES","Capitán Sarmiento","Capitán Sarmiento","CABLEMODEM","3.847"
"6140010","BUENOS AIRES","Capitán Sarmiento","Capitán Sarmiento","FIBRA OPTICA","138"
"6140010","BUENOS AIRES","Capitán Sarmiento","Capitán Sarmiento","SATELITAL","43"
"6140010","BUENOS AIRES","Capitán Sarmiento","Capitán Sarmiento","WIRELESS","530"
"6140020","BUENOS AIRES","Capitán Sarmiento","La Luisa","SATELITAL","14"
"6140020","BUENOS AIRES","Capitán Sarmiento","La Luisa","WIRELESS","44"
"6147010","BUENOS AIRES","Carlos Casares","Bellocq","DIAL UP","1"
"6147010","BUENOS AIRES","Carlos Casares","Bellocq","SATELITAL","11"
"6147020","BUENOS AIRES","Carlos Casares","Cadret","Otros","1"
"6147020","BUENOS AIRES","Carlos Casares","Cadret","SATELITAL","6"
"6147020","BUENOS AIRES","Carlos Casares","Cadret","WIRELESS","48"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","ADSL","737"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","CABLEMODEM","12"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","DIAL UP","6"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","FIBRA OPTICA","2.124"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","SATELITAL","52"
"6147030","BUENOS AIRES","Carlos Casares","Carlos Casares","WIRELESS","2.461"
"6147040","BUENOS AIRES","Carlos Casares","Colonia Mauricio","SATELITAL","4"
"6147050","BUENOS AIRES","Carlos Casares","Hortensia","SATELITAL","5"
"6147060","BUENOS AIRES","Carlos Casares","La Sofía","SATELITAL","3"
"6147060","BUENOS AIRES","Carlos Casares","La Sofía","WIRELESS","1"
"6147070","BUENOS AIRES","Carlos Casares","Mauricio Hirsch","SATELITAL","1"
"6147070","BUENOS AIRES","Carlos Casares","Mauricio Hirsch","WIRELESS","47"
"6147080","BUENOS AIRES","Carlos Casares","Moctezuma","SATELITAL","8"
"6147080","BUENOS AIRES","Carlos Casares","Moctezuma","WIRELESS","161"
"6147090","BUENOS AIRES","Carlos Casares","Ordoqui","SATELITAL","9"
"6147095","BUENOS AIRES","Carlos Casares","Santo Tomás","WIRELESS","44"
"6147100","BUENOS AIRES","Carlos Casares","Smith","SATELITAL","4"
"6147100","BUENOS AIRES","Carlos Casares","Smith","WIRELESS","190"
"6154010","BUENOS AIRES","Carlos Tejedor","Carlos Tejedor","ADSL","11"
"6154010","BUENOS AIRES","Carlos Tejedor","Carlos Tejedor","CABLEMODEM","1.270"
"6154010","BUENOS AIRES","Carlos Tejedor","Carlos Tejedor","DIAL UP","1"
"6154010","BUENOS AIRES","Carlos Tejedor","Carlos Tejedor","FIBRA OPTICA","70"
"6154010","BUENOS AIRES","Carlos Tejedor","Carlos Tejedor","SATELITAL","15"
"6154010","BUENOS AIRES","Carlos Tejedor","Carlos Tejedor","WIRELESS","493"
"6154020","BUENOS AIRES","Carlos Tejedor","Colonia Seré","FIBRA OPTICA","99"
"6154020","BUENOS AIRES","Carlos Tejedor","Colonia Seré","SATELITAL","6"
"6154020","BUENOS AIRES","Carlos Tejedor","Colonia Seré","WIRELESS","77"
"6154030","BUENOS AIRES","Carlos Tejedor","Curarú","SATELITAL","5"
"6154030","BUENOS AIRES","Carlos Tejedor","Curarú","WIRELESS","16"
"6154040","BUENOS AIRES","Carlos Tejedor","Timote","SATELITAL","10"
"6154040","BUENOS AIRES","Carlos Tejedor","Timote","WIRELESS","61"
"6154050","BUENOS AIRES","Carlos Tejedor","Tres Algarrobos  (Est. Cuenca)","SATELITAL","22"
"6154050","BUENOS AIRES","Carlos Tejedor","Tres Algarrobos  (Est. Cuenca)","WIRELESS","198"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","ADSL","207"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","CABLEMODEM","1.621"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","DIAL UP","5"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","FIBRA OPTICA","8"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","SATELITAL","83"
"6161010","BUENOS AIRES","Carmen de Areco","Carmen de Areco","WIRELESS","1.045"
"6161020","BUENOS AIRES","Carmen de Areco","Pueblo Gouin","SATELITAL","5"
"6161020","BUENOS AIRES","Carmen de Areco","Pueblo Gouin","WIRELESS","31"
"6161030","BUENOS AIRES","Carmen de Areco","Tres Sargentos","SATELITAL","17"
"6161030","BUENOS AIRES","Carmen de Areco","Tres Sargentos","WIRELESS","107"
"6168010","BUENOS AIRES","Castelli","Castelli","ADSL","30"
"6168010","BUENOS AIRES","Castelli","Castelli","CABLEMODEM","1.109"
"6168010","BUENOS AIRES","Castelli","Castelli","FIBRA OPTICA","1.121"
"6168010","BUENOS AIRES","Castelli","Castelli","SATELITAL","32"
"6168010","BUENOS AIRES","Castelli","Castelli","WIRELESS","28"
"6168020","BUENOS AIRES","Castelli","Centro Guerrero","FIBRA OPTICA","46"
"6168020","BUENOS AIRES","Castelli","Centro Guerrero","SATELITAL","18"
"6168020","BUENOS AIRES","Castelli","Centro Guerrero","WIRELESS","3"
"6168030","BUENOS AIRES","Castelli","Cerro De La Gloria","FIBRA OPTICA","7"
"6168030","BUENOS AIRES","Castelli","Cerro de la Gloria","SATELITAL","13"
"6210010","BUENOS AIRES","Chacabuco","Castilla","SATELITAL","8"
"6210010","BUENOS AIRES","Chacabuco","Castilla","WIRELESS","274"
"6210020","BUENOS AIRES","Chacabuco","Chacabuco","ADSL","783"
"6210020","BUENOS AIRES","Chacabuco","Chacabuco","CABLEMODEM","9.807"
"6210020","BUENOS AIRES","Chacabuco","Chacabuco","DIAL UP","14"
"6210020","BUENOS AIRES","Chacabuco","Chacabuco","FIBRA OPTICA","2.963"
"6210020","BUENOS AIRES","Chacabuco","Chacabuco","SATELITAL","69"
"6210020","BUENOS AIRES","Chacabuco","Chacabuco","WIRELESS","130"
"6210030","BUENOS AIRES","Chacabuco","Los Angeles","SATELITAL","10"
"6210040","BUENOS AIRES","Chacabuco","O'Higgins","ADSL","260"
"6210040","BUENOS AIRES","Chacabuco","O'Higgins","FIBRA OPTICA","221"
"6210040","BUENOS AIRES","Chacabuco","O'Higgins","SATELITAL","17"
"6210040","BUENOS AIRES","Chacabuco","O'Higgins","WIRELESS","12"
"6210050","BUENOS AIRES","Chacabuco","Rawson","ADSL","50"
"6210050","BUENOS AIRES","Chacabuco","Rawson","FIBRA OPTICA","456"
"6210050","BUENOS AIRES","Chacabuco","Rawson","Otros","17"
"6210050","BUENOS AIRES","Chacabuco","Rawson","SATELITAL","30"
"6210050","BUENOS AIRES","Chacabuco","Rawson","WIRELESS","125"
"6217003","BUENOS AIRES","Chascomús","Barrio Lomas Altas","SATELITAL","39"
"6217020","BUENOS AIRES","Chascomús","Barrio San Cayetano","FIBRA OPTICA","132"
"6217020","BUENOS AIRES","Chascomús","Barrio San Cayetano","SATELITAL","60"
"6217010","BUENOS AIRES","Chascomús","Chascomús","ADSL","1.076"
"6217010","BUENOS AIRES","Chascomús","Chascomús","CABLEMODEM","8.022"
"6217010","BUENOS AIRES","Chascomús","Chascomús","DIAL UP","72"
"6217010","BUENOS AIRES","Chascomús","Chascomús","FIBRA OPTICA","1.168"
"6217010","BUENOS AIRES","Chascomús","Chascomús","SATELITAL","112"
