"Año","Trimestre","Provincias","Hogares","Comercial","Gobierno","Otros","Total"
"2015","4","CABA","1.321.012","158.154","5.542","87.713","1.572.421"
"2015","4","Catamarca","32.990","3.950","138","2.190","39.268"
"2015","4","Chaco","86.836","10.396","364","5.766","103.362"
"2015","4","Chubut","93.247","11.164","391","6.192","110.994"
"2015","4","Córdoba","606.084","72.561","2.543","40.243","721.431"
"2015","4","Corrientes","90.409","10.824","379","6.003","107.615"
"2015","4","Entre Ríos","192.202","23.011","806","12.762","228.781"
"2015","4","Formosa","34.920","4.181","147","2.319","41.567"
"2015","4","Jujuy","47.850","5.729","201","3.177","56.957"
"2015","4","La Pampa","66.987","8.020","281","4.448","79.736"
"2015","4","La Rioja","32.406","3.880","136","2.152","38.574"
"2015","4","Mendoza","303.416","36.325","1.273","20.146","361.160"
"2015","4","Misiones","93.868","11.238","394","6.233","111.733"
"2015","4","Neuquén","90.986","10.893","382","6.041","108.302"
"2015","4","Río Negro","113.495","13.588","476","7.536","135.095"
"2015","4","Salta","118.566","14.195","497","7.873","141.131"
"2015","4","San Juan","87.697","10.499","368","5.823","104.387"
"2015","4","San Luis","44.536","5.332","187","2.957","53.012"
"2015","4","Santa Cruz","44.465","5.323","187","2.952","52.927"
"2015","4","Santa Fe","637.008","76.264","2.673","42.297","758.242"
"2015","4","Santiago del Estero","57.573","6.893","242","3.823","68.531"
"2015","4","Tierra del Fuego","29.848","3.573","125","1.982","35.528"
"2015","4","Tucumán","179.546","21.496","753","11.922","213.717"
"2015","3","Buenos Aires","3.922.463","513.849","16.521","260.299","4.713.132"
"2015","3","CABA","1.354.386","177.427","5.704","89.878","1.627.395"
"2015","3","Catamarca","32.660","4.278","138","2.167","39.243"
"2015","3","Chaco","89.225","11.689","376","5.921","107.211"
"2015","3","Chubut","91.630","12.004","386","6.081","110.101"
"2015","3","Córdoba","605.673","79.344","2.551","40.193","727.761"
"2015","3","Corrientes","92.219","12.081","388","6.120","110.808"
"2015","3","Entre Ríos","195.778","25.647","825","12.992","235.242"
"2015","3","Formosa","34.789","4.558","147","2.309","41.803"
"2015","3","Jujuy","47.261","6.191","199","3.136","56.787"
"2015","3","La Pampa","65.456","8.575","276","4.344","78.651"
"2015","3","La Rioja","32.167","4.214","135","2.135","38.651"
"2015","3","Mendoza","298.253","39.072","1.256","19.792","358.373"
"2015","3","Misiones","94.219","12.343","397","6.252","113.211"
"2015","3","Neuquén","82.212","10.770","346","5.456","98.784"
"2015","3","Río Negro","111.399","14.594","469","7.393","133.855"
"2015","3","Salta","117.433","15.384","495","7.793","141.105"
"2015","3","San Juan","85.976","11.263","362","5.705","103.306"
"2015","3","San Luis","44.166","5.786","186","2.931","53.069"
"2015","3","Santa Cruz","49.939","6.542","210","3.314","60.005"
"2015","3","Santa Fe","638.212","83.607","2.688","42.352","766.859"
"2015","3","Santiago del Estero","57.562","7.541","242","3.820","69.165"
"2015","3","Tierra del Fuego","29.256","3.832","123","1.941","35.152"
"2015","3","Tucumán","177.668","23.275","748","11.790","213.481"
"2015","2","Buenos Aires","3.872.029","515.120","16.074","262.733","4.665.956"
"2015","2","CABA","1.373.106","182.673","5.700","93.171","1.654.650"
"2015","2","Catamarca","32.481","4.321","135","2.204","39.141"
"2015","2","Chaco","86.506","11.508","359","5.870","104.243"
"2015","2","Chubut","89.302","11.880","371","6.059","107.612"
"2015","2","Córdoba","600.954","79.949","2.495","40.777","724.175"
"2015","2","Corrientes","90.063","11.982","374","6.111","108.530"
"2015","2","Entre Ríos","190.718","25.372","792","12.941","229.823"
"2015","2","Formosa","34.728","4.620","144","2.356","41.848"
"2015","2","Jujuy","46.840","6.231","194","3.178","56.443"
"2015","2","La Pampa","64.816","8.623","269","4.398","78.106"
"2015","2","La Rioja","32.283","4.295","134","2.191","38.903"
"2015","2","Mendoza","290.717","38.676","1.207","19.726","350.326"
"2015","2","Misiones","91.719","12.202","381","6.224","110.526"
"2015","2","Neuquén","81.082","10.787","337","5.502","97.708"
"2015","2","Río Negro","109.062","14.509","453","7.400","131.424"
"2015","2","Salta","116.971","15.561","486","7.937","140.955"
"2015","2","San Juan","83.628","11.126","347","5.674","100.775"
"2015","2","San Luis","43.866","5.836","182","2.976","52.860"
"2015","2","Santa Cruz","48.876","6.502","203","3.316","58.897"
"2015","2","Santa Fe","634.414","84.400","2.634","43.048","764.496"
"2015","2","Santiago del Estero","58.175","7.739","241","3.947","70.102"
"2015","2","Tierra del Fuego","28.369","3.774","118","1.925","34.186"
"2015","2","Tucumán","176.078","23.425","731","11.948","212.182"
"2015","1","Buenos Aires","3.979.224","540.095","17.562","265.115","4.801.996"
"2015","1","CABA","1.354.140","183.795","5.976","90.219","1.634.130"
"2015","1","Catamarca","32.436","4.402","143","2.161","39.142"
"2015","1","Chaco","86.388","11.725","381","5.756","104.250"
"2015","1","Chubut","86.414","11.729","381","5.757","104.281"
"2015","1","Córdoba","604.164","82.002","2.666","40.252","729.084"
"2015","1","Corrientes","89.938","12.207","397","5.992","108.534"
"2015","1","Entre Ríos","190.458","25.851","841","12.689","229.839"
"2015","1","Formosa","34.683","4.707","153","2.311","41.854"
"2015","1","Jujuy","46.775","6.349","206","3.116","56.446"
"2015","1","La Pampa","63.693","8.645","281","4.243","76.862"
"2015","1","La Rioja","32.237","4.375","142","2.148","38.902"
"2015","1","Mendoza","280.993","38.139","1.240","18.721","339.093"
"2015","1","Misiones","91.589","12.431","404","6.102","110.526"
"2015","1","Neuquén","79.633","10.809","351","5.306","96.099"
"2015","1","Río Negro","105.523","14.323","466","7.031","127.343"
"2015","1","Salta","116.796","15.853","515","7.782","140.946"
"2015","1","San Juan","81.490","11.061","360","5.429","98.340"
"2015","1","San Luis","43.123","5.853","190","2.873","52.039"
"2015","1","Santa Cruz","47.801","6.488","211","3.185","57.685"
"2015","1","Santa Fe","635.174","86.211","2.803","42.318","766.506"
"2015","1","Santiago del Estero","58.091","7.884","256","3.870","70.101"
"2015","1","Tierra del Fuego","27.697","3.759","122","1.845","33.423"
"2015","1","Tucumán","175.896","23.874","776","11.719","212.265"
"2014","4","Buenos Aires","3.680.053","509.659","15.264","258.163","4.463.139"
"2014","4","CABA","1.331.781","184.442","5.524","93.427","1.615.174"
"2014","4","Catamarca","32.506","4.502","135","2.280","39.423"
"2014","4","Chaco","86.890","12.033","360","6.095","105.378"
"2014","4","Chubut","82.093","11.369","341","5.759","99.562"
"2014","4","Córdoba","603.505","83.581","2.503","42.337","731.926"
"2014","4","Corrientes","86.758","12.015","360","6.086","105.219"
"2014","4","Entre Ríos","189.685","26.270","787","13.307","230.049"
"2014","4","Formosa","34.741","4.811","144","2.437","42.133"
"2014","4","Jujuy","46.550","6.447","193","3.266","56.456"
"2014","4","La Pampa","60.244","8.343","250","4.226","73.063"
"2014","4","La Rioja","32.291","4.472","134","2.265","39.162"
"2014","4","Mendoza","270.148","37.414","1.121","18.952","327.635"
"2014","4","Misiones","92.171","12.765","382","6.466","111.784"
"2014","4","Neuquén","77.426","10.723","321","5.432","93.902"
"2014","4","Río Negro","101.720","14.087","422","7.136","123.365"
"2014","4","Salta","116.435","16.125","483","8.168","141.211"
"2014","4","San Juan","78.443","10.864","325","5.503","95.135"
"2014","4","San Luis","42.247","5.851","175","2.964","51.237"
"2014","4","Santa Cruz","34.237","4.742","142","2.402","41.523"
"2014","4","Santa Fe","635.273","87.981","2.635","44.566","770.455"
"2014","4","Santiago del Estero","58.150","8.053","241","4.079","70.523"
"2014","4","Tierra del Fuego","27.137","3.758","113","1.904","32.912"
"2014","4","Tucumán","175.620","24.322","728","12.320","212.990"
"2014","3","Buenos Aires","3.631.816","500.343","14.902","258.701","4.405.762"
"2014","3","CABA","1.324.771","182.509","5.436","94.366","1.607.082"
"2014","3","Catamarca","32.522","4.481","133","2.317","39.453"
"2014","3","Chaco","87.267","12.023","358","6.216","105.864"
"2014","3","Chubut","80.845","11.138","332","5.759","98.074"
"2014","3","Córdoba","604.343","83.258","2.480","43.049","733.130"
"2014","3","Corrientes","86.971","11.982","357","6.195","105.505"
"2014","3","Entre Ríos","190.061","26.184","780","13.538","230.563"
"2014","3","Formosa","34.878","4.805","143","2.484","42.310"
"2014","3","Jujuy","46.464","6.401","191","3.310","56.366"
"2014","3","La Pampa","59.480","8.194","244","4.237","72.155"
"2014","3","La Rioja","32.457","4.471","133","2.312","39.373"
"2014","3","Mendoza","263.975","36.367","1.083","18.803","320.228"
"2014","3","Misiones","92.324","12.719","379","6.576","111.998"
"2014","3","Neuquén","76.477","10.536","314","5.448","92.775"
"2014","3","Río Negro","100.033","13.781","410","7.126","121.350"
"2014","3","Salta","116.488","16.048","478","8.298","141.312"
"2014","3","San Juan","76.709","10.568","315","5.464","93.056"
"2014","3","San Luis","41.858","5.767","172","2.982","50.779"
"2014","3","Santa Cruz","33.810","4.658","139","2.408","41.015"
"2014","3","Santa Fe","636.998","87.757","2.614","45.375","772.744"
"2014","3","Santiago del Estero","58.296","8.031","239","4.153","70.719"
"2014","3","Tierra del Fuego","26.954","3.713","111","1.920","32.698"
"2014","3","Tucumán","175.548","24.185","720","12.505","212.958"
"2014","2","Buenos Aires","3.610.509","492.119","14.373","262.381","4.379.382"
"2014","2","CABA","1.321.143","180.074","5.259","96.009","1.602.485"
"2014","2","Catamarca","32.442","4.422","129","2.358","39.351"
"2014","2","Chaco","84.347","11.497","336","6.130","102.310"
"2014","2","Chubut","80.467","10.968","320","5.848","97.603"
"2014","2","Córdoba","607.696","82.830","2.419","44.162","737.107"
"2014","2","Corrientes","84.609","11.533","337","6.149","102.628"
"2014","2","Entre Ríos","184.487","25.146","734","13.407","223.774"
"2014","2","Formosa","34.829","4.747","139","2.531","42.246"
"2014","2","Jujuy","46.323","6.314","184","3.366","56.187"
"2014","2","La Pampa","60.049","8.185","239","4.364","72.837"
"2014","2","La Rioja","32.543","4.436","130","2.365","39.474"
"2014","2","Mendoza","264.109","35.998","1.051","19.193","320.351"
"2014","2","Misiones","91.434","12.463","364","6.645","110.906"
"2014","2","Neuquén","76.501","10.427","305","5.559","92.792"
"2014","2","Río Negro","99.963","13.625","398","7.264","121.250"
"2014","2","Salta","116.346","15.858","463","8.455","141.122"
"2014","2","San Juan","76.210","10.388","303","5.538","92.439"
"2014","2","San Luis","42.123","5.741","168","3.061","51.093"
"2014","2","Santa Cruz","33.577","4.577","134","2.440","40.728"
"2014","2","Santa Fe","632.973","86.275","2.520","45.999","767.767"
"2014","2","Santiago del Estero","58.218","7.935","232","4.231","70.616"
"2014","2","Tierra del Fuego","26.902","3.667","107","1.955","32.631"
"2014","2","Tucumán","174.709","23.813","695","12.696","211.913"
"2014","1","Buenos Aires","3.622.153","488.810","14.179","260.266","4.385.408"
"2014","1","CABA","1.325.588","178.888","5.189","95.249","1.604.914"
"2014","1","Catamarca","32.476","4.382","127","2.333","39.318"
"2014","1","Chaco","84.607","11.418","331","6.079","102.435"
"2014","1","Chubut","80.618","10.880","316","5.793","97.607"
"2014","1","Córdoba","612.460","82.651","2.397","44.007","741.515"
"2014","1","Corrientes","84.748","11.437","332","6.090","102.607"
"2014","1","Entre Ríos","184.607","24.913","723","13.265","223.508"
"2014","1","Formosa","34.856","4.704","136","2.505","42.201"
"2014","1","Jujuy","46.214","6.237","181","3.321","55.953"
"2014","1","La Pampa","59.500","8.030","233","4.275","72.038"
"2014","1","La Rioja","32.728","4.417","128","2.352","39.625"
"2014","1","Mendoza","264.647","35.714","1.036","19.016","320.413"
"2014","1","Misiones","91.696","12.374","359","6.589","111.018"
"2014","1","Neuquén","76.593","10.336","300","5.503","92.732"
"2014","1","Río Negro","100.180","13.519","392","7.198","121.289"
"2014","1","Salta","116.328","15.699","455","8.359","140.841"
"2014","1","San Juan","76.369","10.306","299","5.487","92.461"
"2014","1","San Luis","42.205","5.695","165","3.032","51.097"
"2014","1","Santa Cruz","33.555","4.528","131","2.411","40.625"
"2014","1","Santa Fe","636.284","85.867","2.491","45.719","770.361"
"2014","1","Santiago del Estero","58.409","7.882","229","4.197","70.717"
"2014","1","Tierra del Fuego","26.951","3.637","106","1.937","32.631"
"2014","1","Tucumán","174.209","23.509","682","12.517","210.917"

